"c_date";"c_no";"c_sum";"c_type";"c_comment";"c_receipt_id";"c_submit_date";"c_type";"c_pay_date";"c_no";"c_status";"r_comment"
"2018-09-23";"NT011";30;1;"加班餐";53;"2018-11-08";0;"2019-01-21 00:00:00";"869";1;"123+181+164 多报销13元 钱分配到每个人"
"2018-10-23";"NT017";30;1;"加班 2018-10-23 3h";53;"2018-11-08";0;"2019-01-21 00:00:00";"869";1;"123+181+164 多报销13元 钱分配到每个人"
"2018-09-29";"NT011";30;1;"加班餐";53;"2018-11-08";0;"2019-01-21 00:00:00";"869";1;"123+181+164 多报销13元 钱分配到每个人"
"2018-11-05";"1149";30;1;"加班 2018-11-05 3h";56;"2018-11-14";0;"2019-01-21 00:00:00";"869";1;"321的发票，含陈杰210元加班餐，顾昊27元 和#53填在一个单子"
"2018-10-08";"869";44;4;"去上海市内交通";55;"2018-11-14";0;"2019-01-21 00:00:00";"869";1;""
"2018-11-06";"869";30;1;"加班 2018-11-06 3.5h";56;"2018-11-14";0;"2019-01-21 00:00:00";"869";1;"321的发票，含陈杰210元加班餐，顾昊27元 和#53填在一个单子"
"2018-11-07";"1149";30;1;"加班 2018-11-07 3h";56;"2018-11-14";0;"2019-01-21 00:00:00";"869";1;"321的发票，含陈杰210元加班餐，顾昊27元 和#53填在一个单子"
"2018-11-08";"1149";30;1;"加班 2018-11-08 4.5h";56;"2018-11-14";0;"2019-01-21 00:00:00";"869";1;"321的发票，含陈杰210元加班餐，顾昊27元 和#53填在一个单子"
"2018-11-10";"1149";30;1;"加班 2018-11-10 7h";56;"2018-11-14";0;"2019-01-21 00:00:00";"869";1;"321的发票，含陈杰210元加班餐，顾昊27元 和#53填在一个单子"
"2018-11-12";"1149";30;1;"加班 2018-11-12 2.5h";56;"2018-11-14";0;"2019-01-21 00:00:00";"869";1;"321的发票，含陈杰210元加班餐，顾昊27元 和#53填在一个单子"
"2018-11-13";"1149";30;1;"加班 2018-11-13 4h";56;"2018-11-14";0;"2019-01-21 00:00:00";"869";1;"321的发票，含陈杰210元加班餐，顾昊27元 和#53填在一个单子"
"2018-11-14";"869";72.3;3;"购买加班单文件柜";56;"2018-11-14";0;"2019-01-21 00:00:00";"869";1;"321的发票，含陈杰210元加班餐，顾昊27元 和#53填在一个单子"
"2018-10-08";"869";12;4;"上海出差停车费";56;"2018-11-14";0;"2019-01-21 00:00:00";"869";1;"321的发票，含陈杰210元加班餐，顾昊27元 和#53填在一个单子"
"2018-10-08";"869";130;4;"上海出差";57;"2018-11-14";2;"2019-01-21 00:00:00";"869";1;""
"2018-11-10";"NT011";27;1;"加班 2018-11-10 9h";56;"2018-11-14";0;"2019-01-21 00:00:00";"869";1;"321的发票，含陈杰210元加班餐，顾昊27元 和#53填在一个单子"
"2018-11-10";"869";30;1;"加班 2018-11-10 5.5h 陈杰付";;"";;"";"";;""
"2018-11-20";"JS541";30;1;"加班 2018-11-20 2.5h";;"";;"";"";;""
"2018-11-21";"JS541";30;1;"加班 2018-11-21 3h";;"";;"";"";;""
"2018-11-10";"NT020";30;1;"加班 2018-11-10 7h";62;"2019-01-16";0;"";"869";0;"多报销 25.6"
"2018-11-28";"NT020";61.95;3;"耳麦";61;"2019-01-16";2;"";"NT020";0;""
"2018-11-10";"NT017";30;1;"加班 2018-11-10 7h";62;"2019-01-16";0;"";"869";0;"多报销 25.6"
"2018-11-23";"NT020";130.45;3;"纸巾";62;"2019-01-16";0;"";"869";0;"多报销 25.6"
"2018-11-27";"869";30;1;"加班 2018-11-27 3h陈杰 付晚餐";;"";;"";"";;""
"2018-11-30";"869";30;1;"加班 2018-11-30 2.5h 陈杰付晚餐";;"";;"";"";;""
"2018-12-03";"869";30;1;"加班 2018-12-03 8h";;"";;"";"";;""
"2018-12-05";"869";30;1;"加班 2018-12-05 3h 陈杰付";;"";;"";"";;""
"2018-12-26";"869";30;1;"加班 2018-12-26 3h 陈杰付";;"";;"";"";;""
"2018-12-27";"869";30;1;"加班 2018-12-27 4h　陈杰付";;"";;"";"";;""
"2018-12-29";"869";30;1;"加班 2018-12-29 6.5h";;"";;"";"";;""
"2018-12-23";"NT017";30;1;"加班 2018-12-23 6h";;"";;"";"";;""
"2018-12-24";"NT017";30;1;"加班 2018-12-24 3h";;"";;"";"";;""
"2019-01-05";"869";30;1;"加班 2019-01-05 8.5h";;"";;"";"";;""
"2019-12-28";"NT010";98;2;"KTV年会大HAPPY";;"";;"";"";;""
"2019-01-13";"NT014";90;1;"加班 2019-01-13 9.5h(中午饭：翟，尹，和1个小朋友)";;"";;"";"";;""
"2019-01-06";"NT020";30;1;"加班 2019-01-06 6h";;"";;"";"";;""
"2019-01-13";"NT020";30;1;"加班 2019-01-13 7h";;"";;"";"";;""
"2019-01-07";"JS963";30;1;"加班 2019-01-07 2.5h";;"";;"";"";;""
"2019-01-06";"JS963";30;1;"加班 2019-01-06 9h";;"";;"";"";;""
"2018-11-19";"1149";30;1;"加班 2018-11-19 3h";;"";;"";"";;""
"2018-11-20";"1149";30;1;"加班 2018-11-20 3h";;"";;"";"";;""
"2018-11-21";"1149";30;1;"加班 2018-11-21 3h";;"";;"";"";;""
"2018-11-22";"1149";30;1;"加班 2018-11-22 2.5h";;"";;"";"";;""
"2018-11-26";"1149";30;1;"加班 2018-11-26 2.5h";;"";;"";"";;""
"2018-11-27";"1149";30;1;"加班 2018-11-27 3.5h";;"";;"";"";;""
"2018-12-01";"1149";30;1;"加班 2018-12-01 7.5h";;"";;"";"";;""
"2018-12-03";"1149";30;1;"加班 2018-12-03 2.5h";;"";;"";"";;""
"2018-12-04";"1149";30;1;"加班 2018-12-04 2.5h";;"";;"";"";;""
"2018-12-06";"1149";30;1;"加班 2018-12-06 4.5h";;"";;"";"";;""
"2018-12-11";"1149";30;1;"加班 2018-12-11 3.5h";;"";;"";"";;""
"2018-12-18";"1149";30;1;"加班 2018-12-18 2.5h";;"";;"";"";;""
"2018-12-19";"1149";30;1;"加班 2018-12-19 3h";;"";;"";"";;""
"2018-12-20";"1149";30;1;"加班 2018-12-20 3h";;"";;"";"";;""
"2018-12-22";"1149";30;1;"加班 2018-12-22 5.5h";;"";;"";"";;""
"2018-12-25";"1149";30;1;"加班 2018-12-25 3h";;"";;"";"";;""
"2018-12-26";"1149";30;1;"加班 2018-12-26 3.5h";;"";;"";"";;""
"2018-12-27";"1149";30;1;"加班 2018-12-27 4h";;"";;"";"";;""
"2018-12-30";"1149";30;1;"加班 2018-12-30 5h";;"";;"";"";;""
"2019-01-02";"1149";30;1;"加班 2019-01-02 3h";;"";;"";"";;""
"2019-01-03";"1149";30;1;"加班 2019-01-03 3.5h";;"";;"";"";;""
"2019-01-05";"1149";30;1;"加班 2019-01-05 6.5h";;"";;"";"";;""
"2019-01-09";"1149";30;1;"加班 2019-01-09 3h";;"";;"";"";;""
"2019-01-10";"1149";30;1;"加班 2019-01-10 3h";;"";;"";"";;""
"2019-01-12";"1149";30;1;"加班 2019-01-12 7h";;"";;"";"";;""
"2019-01-22";"869";30;1;"加班 2019-01-22 2.5h 陈杰付";;"";;"";"";;""
"2019-01-24";"869";30;1;"加班 2019-01-24 3h";;"";;"";"";;""
